CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,15:39:34 - March 24 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
15:43:04 03/24/25,50,50,50,50,50,50,,,40,66,33,4649.99,,40,66,29,4649.99,,40,66,23,4649.99,,40,66,47,4649.99,,40,66,26,4649.99,,40,66,34,4649.99,65.2,
15:43:14 03/24/25,50,50,50,50,50,50,,,40,66,40,4649.99,,40,66,46,4649.99,,40,66,30,4649.99,,40,66,57,4649.99,,40,66,28,4649.99,,40,66,58,4649.99,65.1,
15:43:24 03/24/25,51,51,51,51,51,51,,,40,66,42,4649.99,,40,66,47,4649.99,,40,66,33,4649.99,,40,66,61,4649.99,,40,66,34,4649.99,,40,66,63,4649.99,65.4,
15:43:34 03/24/25,51,51,51,51,51,51,,,40,66,24,4649.99,,40,66,36,4649.99,,40,66,17,4649.99,,40,66,28,4649.99,,40,66,11,4649.99,,40,66,45,4649.99,62.4,
15:43:44 03/24/25,51,51,51,51,51,51,,,40,66,40,4649.99,,40,66,41,4649.99,,40,66,24,4649.99,,40,66,48,4649.99,,40,66,21,4649.99,,40,66,51,4649.99,65.5,
15:43:54 03/24/25,51,51,51,51,51,51,,,40,66,39,4649.99,,40,66,37,4649.99,,40,66,32,4649.99,,40,66,54,4649.99,,40,66,30,4649.99,,40,66,52,4649.99,64.1,
15:44:04 03/24/25,52,52,52,52,52,52,,,40,66,27,4649.99,,40,66,30,4649.99,,40,66,12,4649.99,,40,66,30,4649.99,,40,66,10,4649.99,,40,66,38,4649.99,65.2,
15:44:14 03/24/25,52,52,52,52,52,52,,,40,66,37,4649.99,,40,66,41,4649.99,,40,66,22,4649.99,,40,66,53,4649.99,,40,66,23,4649.99,,40,66,47,4649.99,65.1,
15:44:24 03/24/25,52,52,52,52,52,52,,,40,66,40,4649.99,,40,66,49,4649.99,,40,66,31,4649.99,,40,66,57,4649.99,,40,66,25,4649.99,,40,66,46,4649.99,65.6,
15:44:34 03/24/25,52,52,52,52,52,52,,,40,66,28,4649.99,,40,66,23,4649.99,,40,66,13,4649.99,,40,66,25,4649.99,,40,66,8,4649.99,,40,66,33,4649.99,64.8,
15:44:44 03/24/25,52,52,52,52,52,52,,,40,66,44,4649.99,,40,66,46,4649.99,,40,66,34,4649.99,,40,66,60,4649.99,,40,66,26,4649.99,,40,66,62,4649.99,65.1,
15:44:54 03/24/25,52,52,52,52,52,52,,,40,66,36,4649.99,,40,66,42,4649.99,,40,66,29,4649.99,,40,66,55,4649.99,,40,66,22,4649.99,,40,66,57,4649.99,65.4,
15:45:04 03/24/25,52,52,52,52,52,52,,,40,66,34,4649.99,,40,66,37,4649.99,,40,66,23,4649.99,,40,66,47,4649.99,,40,66,21,4649.99,,40,66,49,4649.99,64.8,
15:45:14 03/24/25,52,52,52,52,52,52,,,40,66,52,4649.99,,40,66,50,4649.99,,40,66,31,4649.99,,40,66,60,4649.99,,40,66,28,4649.99,,40,66,60,4649.99,64.9,
15:45:24 03/24/25,52,52,52,52,52,52,,,40,66,26,4649.99,,40,66,36,4649.99,,40,66,19,4649.99,,40,66,35,4649.99,,40,66,15,4649.99,,40,66,38,4649.99,65.1,
15:45:34 03/24/25,52,52,52,52,52,52,,,40,66,35,4649.99,,40,66,36,4649.99,,40,66,27,4649.99,,40,66,51,4649.99,,40,66,25,4649.99,,40,66,50,4649.99,65.4,
15:45:44 03/24/25,52,52,52,52,52,52,,,40,66,40,4649.99,,40,66,41,4649.99,,40,66,30,4649.99,,40,66,52,4649.99,,40,66,29,4649.99,,40,66,46,4649.99,65.1,
15:45:54 03/24/25,52,52,52,52,52,52,,,40,66,39,4649.99,,40,66,41,4649.99,,40,66,23,4649.99,,40,66,58,4649.99,,40,66,22,4649.99,,40,66,51,4649.99,64.8,
15:46:04 03/24/25,52,52,52,52,52,52,,,40,66,43,4649.99,,40,66,47,4649.99,,40,66,23,4649.99,,40,66,56,4649.99,,40,66,22,4649.99,,40,66,54,4649.99,64.6,
15:46:14 03/24/25,52,52,52,52,52,52,,,40,66,39,4649.99,,40,66,43,4649.99,,40,66,31,4649.99,,40,66,48,4649.99,,40,66,26,4649.99,,40,66,52,4649.99,65.0,
15:46:24 03/24/25,52,52,52,52,52,52,,,40,66,33,4649.99,,40,66,44,4649.99,,40,66,26,4649.99,,40,66,50,4649.99,,40,66,27,4649.99,,40,66,49,4649.99,64.5,
15:46:34 03/24/25,52,52,52,52,52,52,,,40,66,43,4649.99,,40,66,38,4649.99,,40,66,30,4649.99,,40,66,52,4649.99,,40,66,27,4649.99,,40,66,54,4649.99,65.0,
15:46:44 03/24/25,52,52,52,52,52,52,,,40,66,41,4649.99,,40,66,45,4649.99,,40,66,29,4649.99,,40,66,53,4649.99,,40,66,31,4649.99,,40,66,49,4649.99,65.3,
15:46:54 03/24/25,52,52,52,52,52,52,,,40,66,35,4649.99,,40,66,47,4649.99,,40,66,25,4649.99,,40,66,51,4649.99,,40,66,25,4649.99,,40,66,56,4649.99,65.3,
15:47:04 03/24/25,52,52,52,52,52,52,,,40,66,38,4649.99,,40,66,42,4649.99,,40,66,33,4649.99,,40,66,47,4649.99,,40,66,28,4649.99,,40,66,56,4649.99,65.1,
15:47:14 03/24/25,52,52,52,52,52,52,,,40,66,43,4649.99,,40,66,53,4649.99,,40,66,34,4649.99,,40,66,63,4649.99,,40,66,27,4649.99,,40,66,62,4649.99,64.8,
15:47:24 03/24/25,52,52,52,52,52,52,,,40,66,33,4649.99,,40,66,40,4649.99,,40,66,25,4649.99,,40,66,56,4649.99,,40,66,22,4649.99,,40,66,54,4649.99,62.8,
15:47:34 03/24/25,52,52,52,52,52,52,,,40,66,39,4649.99,,40,66,45,4649.99,,40,66,27,4649.99,,40,66,56,4649.99,,40,66,27,4649.99,,40,66,56,4649.99,65.1,
15:47:44 03/24/25,53,53,53,53,53,53,,,40,66,46,4649.99,,40,66,49,4649.99,,40,66,42,4649.99,,40,66,71,4649.99,,40,66,34,4649.99,,40,66,74,4649.99,65.2,
15:47:54 03/24/25,52,52,52,52,52,52,,,40,66,43,4649.99,,40,66,51,4649.99,,40,66,29,4649.99,,40,66,61,4649.99,,40,66,23,4649.99,,40,66,57,4649.99,65.1,
15:48:04 03/24/25,52,52,52,52,52,52,,,40,66,36,4649.99,,40,66,36,4649.99,,40,66,31,4649.99,,40,66,53,4649.99,,40,66,26,4649.99,,40,66,55,4649.99,62.2,
15:48:14 03/24/25,53,53,53,53,53,53,,,40,66,39,4649.99,,40,66,39,4649.99,,40,66,26,4649.99,,40,66,63,4649.99,,40,66,27,4649.99,,40,66,58,4649.99,64.6,
15:48:24 03/24/25,52,52,52,52,52,52,,,40,66,43,4649.99,,40,66,46,4649.99,,40,66,32,4649.99,,40,66,63,4649.99,,40,66,26,4649.99,,40,66,59,4649.99,65.1,
15:48:34 03/24/25,52,52,52,52,52,52,,,40,66,34,4649.99,,40,66,35,4649.99,,40,66,23,4649.99,,40,66,50,4649.99,,40,66,23,4649.99,,40,66,57,4649.99,65.3,
15:48:44 03/24/25,52,52,52,52,52,52,,,40,66,46,4649.99,,40,66,49,4649.99,,40,66,34,4649.99,,40,66,61,4649.99,,40,66,30,4649.99,,40,66,66,4649.99,65.2,
15:48:54 03/24/25,52,52,52,52,52,52,,,40,66,40,4649.99,,40,66,46,4649.99,,40,66,28,4649.99,,40,66,56,4649.99,,40,66,25,4649.99,,40,66,60,4649.99,65.1,
15:49:04 03/24/25,52,52,52,52,52,52,,,40,66,37,4649.99,,40,66,39,4649.99,,40,66,28,4649.99,,40,66,54,4649.99,,40,66,28,4649.99,,40,66,60,4649.99,65.0,
15:49:14 03/24/25,52,52,52,52,52,52,,,40,66,49,4649.99,,40,66,52,4649.99,,40,66,36,4649.99,,40,66,68,4649.99,,40,66,33,4649.99,,40,66,70,4649.99,65.1,
15:49:24 03/24/25,52,52,52,52,52,52,,,40,66,40,4649.99,,40,66,36,4649.99,,40,66,25,4649.99,,40,66,58,4649.99,,40,66,27,4649.99,,40,66,64,4649.99,65.3,
15:49:34 03/24/25,52,52,52,52,52,52,,,40,66,42,4649.99,,40,66,42,4649.99,,40,66,24,4649.99,,40,66,50,4649.99,,40,66,30,4649.99,,40,66,58,4649.99,64.4,
15:49:44 03/24/25,53,53,53,53,53,53,,,40,66,42,4649.99,,40,66,42,4649.99,,40,66,28,4649.99,,40,66,59,4649.99,,40,66,28,4649.99,,40,66,60,4649.99,65.1,
15:49:54 03/24/25,52,52,52,52,52,52,,,40,66,44,4649.99,,40,66,53,4649.99,,40,66,42,4649.99,,40,66,67,4649.99,,40,66,32,4649.99,,40,66,64,4649.99,65.1,
15:50:04 03/24/25,52,52,52,52,52,52,,,40,66,44,4649.99,,40,66,50,4649.99,,40,66,34,4649.99,,40,66,59,4649.99,,40,66,28,4649.99,,40,66,56,4649.99,64.9,
15:50:14 03/24/25,53,53,53,53,53,53,,,40,66,47,4649.99,,40,66,47,4649.99,,40,66,35,4649.99,,40,66,63,4649.99,,40,66,31,4649.99,,40,66,67,4649.99,65.2,
15:50:24 03/24/25,52,52,52,52,52,52,,,40,66,45,4649.99,,40,66,40,4649.99,,40,66,28,4649.99,,40,66,58,4649.99,,40,66,30,4649.99,,40,66,58,4649.99,64.9,
15:50:34 03/24/25,53,53,53,53,53,53,,,40,66,46,4649.99,,40,66,51,4649.99,,40,66,37,4649.99,,40,66,58,4649.99,,40,66,34,4649.99,,40,66,61,4649.99,65.2,
15:50:44 03/24/25,53,53,53,53,53,53,,,40,66,37,4649.99,,40,66,41,4649.99,,40,66,24,4649.99,,40,66,53,4649.99,,40,66,29,4649.99,,40,66,47,4649.99,63.7,
15:50:54 03/24/25,53,53,53,53,53,53,,,40,66,37,4649.99,,40,66,39,4649.99,,40,66,29,4649.99,,40,66,57,4649.99,,40,66,25,4649.99,,40,66,61,4649.99,65.3,
15:51:04 03/24/25,53,53,53,53,53,53,,,40,66,43,4649.99,,40,66,53,4649.99,,40,66,34,4649.99,,40,66,69,4649.99,,40,66,30,4649.99,,40,66,62,4649.99,65.3,
15:51:14 03/24/25,53,53,53,53,53,53,,,40,66,41,4649.99,,40,66,40,4649.99,,40,66,35,4649.99,,40,66,62,4649.99,,40,66,28,4649.99,,40,66,61,4649.99,65.4,
15:51:24 03/24/25,53,53,53,53,53,53,,,40,66,39,4649.99,,40,66,40,4649.99,,40,66,28,4649.99,,40,66,51,4649.99,,40,66,27,4649.99,,40,66,49,4649.99,64.5,
15:51:34 03/24/25,53,53,53,53,53,53,,,40,66,41,4649.99,,40,66,47,4649.99,,40,66,34,4649.99,,40,66,78,4649.99,,40,66,31,4649.99,,40,66,57,4649.99,65.0,
15:51:44 03/24/25,53,53,53,53,53,53,,,40,66,49,4649.99,,40,66,49,4649.99,,40,66,37,4649.99,,40,66,67,4649.99,,40,66,34,4649.99,,40,66,67,4649.99,65.3,
15:51:54 03/24/25,54,54,54,54,54,54,,,40,66,44,4649.99,,40,66,44,4649.99,,40,66,33,4649.99,,40,66,67,4649.99,,40,66,29,4649.99,,40,66,55,4649.99,64.9,
15:52:04 03/24/25,53,53,53,53,53,53,,,40,66,37,4649.99,,40,66,47,4649.99,,40,66,25,4649.99,,40,66,57,4649.99,,40,66,25,4649.99,,40,66,49,4649.99,64.9,
15:52:14 03/24/25,54,54,54,54,54,54,,,40,66,42,4649.99,,40,66,47,4649.99,,40,66,30,4649.99,,40,66,62,4649.99,,40,66,27,4649.99,,40,66,55,4649.99,65.5,
15:52:24 03/24/25,54,54,54,54,54,54,,,40,66,38,4649.99,,40,66,47,4649.99,,40,66,25,4649.99,,40,66,50,4649.99,,40,66,24,4649.99,,40,66,54,4649.99,65.2,
15:52:34 03/24/25,53,53,53,53,53,53,,,40,66,1,4649.99,,40,66,2,4649.99,,40,66,0,4649.99,,40,66,8,4649.99,,40,66,7,4649.99,,40,66,3,4649.99,53.8,
15:52:44 03/24/25,54,54,54,54,54,54,,,40,66,23,4649.99,,40,66,26,4649.99,,40,66,16,4649.99,,40,66,33,4649.99,,40,66,11,4649.99,,40,66,34,4649.99,61.4,
15:52:54 03/24/25,54,54,54,54,54,54,,,40,66,28,4649.99,,40,66,34,4649.99,,40,66,23,4649.99,,40,66,40,4649.99,,40,66,17,4649.99,,40,66,47,4649.99,65.4,
15:53:04 03/24/25,54,54,54,54,54,54,,,40,66,31,4649.99,,40,66,34,4649.99,,40,66,25,4649.99,,40,66,41,4649.99,,40,66,21,4649.99,,40,66,45,4649.99,65.2,
15:53:14 03/24/25,54,54,54,54,54,54,,,40,66,43,4649.99,,40,66,42,4649.99,,40,66,23,4649.99,,40,66,53,4649.99,,40,66,23,4649.99,,40,66,55,4649.99,65.3,
15:53:24 03/24/25,54,54,54,54,54,54,,,40,66,56,4649.99,,40,66,53,4649.99,,40,66,39,4649.99,,40,66,70,4649.99,,40,66,36,4649.99,,40,66,70,4649.99,66.1,
15:53:34 03/24/25,53,53,53,53,53,53,,,40,66,44,4649.99,,40,66,37,4649.99,,40,66,29,4649.99,,40,66,65,4649.99,,40,66,34,4649.99,,40,66,59,4649.99,65.1,
15:53:44 03/24/25,53,53,53,53,53,53,,,40,66,42,4649.99,,40,66,42,4649.99,,40,66,35,4649.99,,40,66,58,4649.99,,40,66,25,4649.99,,40,66,64,4649.99,65.1,
15:53:54 03/24/25,53,53,53,53,53,53,,,40,66,44,4649.99,,40,66,44,4649.99,,40,66,35,4649.99,,40,66,58,4649.99,,40,66,29,4649.99,,40,66,67,4649.99,65.2,
15:54:04 03/24/25,53,53,53,53,53,53,,,40,66,39,4649.99,,40,66,44,4649.99,,40,66,27,4649.99,,40,66,54,4649.99,,40,66,21,4649.99,,40,66,63,4649.99,65.1,
15:54:14 03/24/25,53,53,53,53,53,53,,,40,66,40,4649.99,,40,66,43,4649.99,,40,66,29,4649.99,,40,66,56,4649.99,,40,66,26,4649.99,,40,66,50,4649.99,65.2,
15:54:24 03/24/25,53,53,53,53,53,53,,,40,66,46,4649.99,,40,66,43,4649.99,,40,66,33,4649.99,,40,66,63,4649.99,,40,66,32,4649.99,,40,66,54,4649.99,65.1,
15:54:34 03/24/25,53,53,53,53,53,53,,,40,66,43,4649.99,,40,66,44,4649.99,,40,66,28,4649.99,,40,66,62,4649.99,,40,66,27,4649.99,,40,66,56,4649.99,64.9,
15:54:44 03/24/25,54,54,54,54,54,54,,,40,66,48,4649.99,,40,66,51,4649.99,,40,66,33,4649.99,,40,66,61,4649.99,,40,66,28,4649.99,,40,66,64,4649.99,64.6,
15:54:54 03/24/25,54,54,54,54,54,54,,,40,66,43,4649.99,,40,66,46,4649.99,,40,66,33,4649.99,,40,66,64,4649.99,,40,66,33,4649.99,,40,66,69,4649.99,65.3,
15:55:04 03/24/25,54,54,54,54,54,54,,,40,66,44,4649.99,,40,66,43,4649.99,,40,66,33,4649.99,,40,66,60,4649.99,,40,66,28,4649.99,,40,66,54,4649.99,64.5,
15:55:14 03/24/25,54,54,54,54,54,54,,,40,66,41,4649.99,,40,66,50,4649.99,,40,66,31,4649.99,,40,66,59,4649.99,,40,66,29,4649.99,,40,66,58,4649.99,65.2,
15:55:24 03/24/25,53,53,53,53,53,53,,,40,66,36,4649.99,,40,66,44,4649.99,,40,66,20,4649.99,,40,66,58,4649.99,,40,66,22,4649.99,,40,66,45,4649.99,65.1,
15:55:34 03/24/25,54,54,54,54,54,54,,,40,66,45,4649.99,,40,66,47,4649.99,,40,66,29,4649.99,,40,66,67,4649.99,,40,66,27,4649.99,,40,66,57,4649.99,65.3,
15:55:44 03/24/25,53,53,53,53,53,53,,,40,66,38,4649.99,,40,66,37,4649.99,,40,66,29,4649.99,,40,66,55,4649.99,,40,66,28,4649.99,,40,66,55,4649.99,65.0,
15:55:54 03/24/25,54,54,54,54,54,54,,,40,66,42,4649.99,,40,66,46,4649.99,,40,66,29,4649.99,,40,66,65,4649.99,,40,66,30,4649.99,,40,66,62,4649.99,65.1,
15:56:04 03/24/25,53,53,53,53,53,53,,,40,66,32,4649.99,,40,66,45,4649.99,,40,66,28,4649.99,,40,66,57,4649.99,,40,66,21,4649.99,,40,66,57,4649.99,65.0,
15:56:14 03/24/25,53,53,53,53,53,53,,,40,66,43,4649.99,,40,66,44,4649.99,,40,66,29,4649.99,,40,66,61,4649.99,,40,66,29,4649.99,,40,66,59,4649.99,65.2,
15:56:24 03/24/25,53,53,53,53,53,53,,,40,66,44,4649.99,,40,66,42,4649.99,,40,66,30,4649.99,,40,66,63,4649.99,,40,66,23,4649.99,,40,66,68,4649.99,65.0,
15:56:34 03/24/25,53,53,53,53,53,53,,,40,66,34,4649.99,,40,66,45,4649.99,,40,66,22,4649.99,,40,66,55,4649.99,,40,66,26,4649.99,,40,66,53,4649.99,64.2,
15:56:44 03/24/25,53,53,53,53,53,53,,,40,66,37,4649.99,,40,66,37,4649.99,,40,66,22,4649.99,,40,66,47,4649.99,,40,66,26,4649.99,,40,66,56,4649.99,65.0,
15:56:54 03/24/25,53,53,53,53,53,53,,,40,66,42,4649.99,,40,66,43,4649.99,,40,66,31,4649.99,,40,66,54,4649.99,,40,66,27,4649.99,,40,66,56,4649.99,65.1,
15:57:04 03/24/25,53,53,53,53,53,53,,,40,66,44,4649.99,,40,66,43,4649.99,,40,66,29,4649.99,,40,66,51,4649.99,,40,66,24,4649.99,,40,66,61,4649.99,65.3,
15:57:14 03/24/25,53,53,53,53,53,53,,,40,66,39,4649.99,,40,66,44,4649.99,,40,66,25,4649.99,,40,66,47,4649.99,,40,66,26,4649.99,,40,66,53,4649.99,65.0,
15:57:24 03/24/25,54,54,54,54,54,54,,,40,66,41,4649.99,,40,66,43,4649.99,,40,66,24,4649.99,,40,66,49,4649.99,,40,66,21,4649.99,,40,66,55,4649.99,65.2,
15:57:34 03/24/25,54,54,54,54,54,54,,,40,66,48,4649.99,,40,66,49,4649.99,,40,66,28,4649.99,,40,66,67,4649.99,,40,66,24,4649.99,,40,66,62,4649.99,65.3,
15:57:44 03/24/25,54,54,54,54,54,54,,,40,66,40,4649.99,,40,66,43,4649.99,,40,66,28,4649.99,,40,66,53,4649.99,,40,66,20,4649.99,,40,66,56,4649.99,65.2,
15:57:54 03/24/25,54,54,54,54,54,54,,,40,66,39,4649.99,,40,66,47,4649.99,,40,66,30,4649.99,,40,66,56,4649.99,,40,66,30,4649.99,,40,66,52,4649.99,65.3,
15:58:04 03/24/25,54,54,54,54,54,54,,,40,66,37,4649.99,,40,66,44,4649.99,,40,66,18,4649.99,,40,66,46,4649.99,,40,66,18,4649.99,,40,66,46,4649.99,65.0,
15:58:14 03/24/25,53,53,53,53,53,53,,,40,66,35,4649.99,,40,66,33,4649.99,,40,66,18,4649.99,,40,66,41,4649.99,,40,66,14,4649.99,,40,66,41,4649.99,65.0,
15:58:24 03/24/25,54,54,54,54,54,54,,,40,66,46,4649.99,,40,66,41,4649.99,,40,66,25,4649.99,,40,66,55,4649.99,,40,66,25,4649.99,,40,66,51,4649.99,65.4,
15:58:34 03/24/25,53,53,53,53,53,53,,,40,66,35,4649.99,,40,66,31,4649.99,,40,66,24,4649.99,,40,66,51,4649.99,,40,66,19,4649.99,,40,66,38,4649.99,64.1,
15:58:44 03/24/25,54,54,54,54,54,54,,,40,66,40,4649.99,,40,66,39,4649.99,,40,66,25,4649.99,,40,66,58,4649.99,,40,66,22,4649.99,,40,66,52,4649.99,64.1,
15:58:54 03/24/25,53,53,53,53,53,53,,,40,66,30,4649.99,,40,66,28,4649.99,,40,66,20,4649.99,,40,66,48,4649.99,,40,66,18,4649.99,,40,66,34,4649.99,65.2,
15:59:04 03/24/25,54,54,54,54,54,54,,,40,66,36,4649.99,,40,66,46,4649.99,,40,66,32,4649.99,,40,66,63,4649.99,,40,66,28,4649.99,,40,66,55,4649.99,64.8,
15:59:14 03/24/25,53,53,53,53,53,53,,,40,66,23,4649.99,,40,66,32,4649.99,,40,66,23,4649.99,,40,66,45,4649.99,,40,66,17,4649.99,,40,66,43,4649.99,64.7,
15:59:24 03/24/25,53,53,53,53,53,53,,,40,66,34,4649.99,,40,66,34,4649.99,,40,66,29,4649.99,,40,66,39,4649.99,,40,66,27,4649.99,,40,66,47,4649.99,64.9,
15:59:34 03/24/25,53,53,53,53,53,53,,,40,66,44,4649.99,,40,66,48,4649.99,,40,66,33,4649.99,,40,66,65,4649.99,,40,66,28,4649.99,,40,66,62,4649.99,65.4,
15:59:44 03/24/25,54,54,54,54,54,54,,,40,66,31,4649.99,,40,66,34,4649.99,,40,66,27,4649.99,,40,66,43,4649.99,,40,66,25,4649.99,,40,66,49,4649.99,65.2,
15:59:54 03/24/25,53,53,53,53,53,53,,,40,66,41,4649.99,,40,66,51,4649.99,,40,66,39,4649.99,,40,66,55,4649.99,,40,66,29,4649.99,,40,66,64,4649.99,65.0,
16:00:04 03/24/25,54,54,54,54,54,54,,,40,66,38,4649.99,,40,66,44,4649.99,,40,66,27,4649.99,,40,66,62,4649.99,,40,66,26,4649.99,,40,66,59,4649.99,65.3,
16:00:14 03/24/25,53,53,53,53,53,53,,,40,66,47,4649.99,,40,66,41,4649.99,,40,66,32,4649.99,,40,66,55,4649.99,,40,66,28,4649.99,,40,66,57,4649.99,65.1,
16:00:24 03/24/25,53,53,53,53,53,53,,,40,66,42,4649.99,,40,66,42,4649.99,,40,66,33,4649.99,,40,66,57,4649.99,,40,66,30,4649.99,,40,66,59,4649.99,65.0,
16:00:34 03/24/25,54,54,54,54,54,54,,,40,66,40,4649.99,,40,66,36,4649.99,,40,66,32,4649.99,,40,66,46,4649.99,,40,66,25,4649.99,,40,66,58,4649.99,65.3,
16:00:44 03/24/25,54,54,54,54,54,54,,,40,66,28,4649.99,,40,66,25,4649.99,,40,66,19,4649.99,,40,66,32,4649.99,,40,66,13,4649.99,,40,66,41,4649.99,64.9,
16:00:54 03/24/25,54,54,54,54,54,54,,,40,66,44,4649.99,,40,66,42,4649.99,,40,66,30,4649.99,,40,66,60,4649.99,,40,66,30,4649.99,,40,66,58,4649.99,65.0,
16:01:04 03/24/25,54,54,54,54,54,54,,,40,66,33,4649.99,,40,66,35,4649.99,,40,66,21,4649.99,,40,66,48,4649.99,,40,66,17,4649.99,,40,66,43,4649.99,65.1,
