CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,12:55:57 - March 24 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
13:09:37 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.6,
13:09:47 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.6,
13:09:57 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:10:07 03/24/25,77,77,77,77,77,77,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:10:17 03/24/25,77,77,77,77,77,77,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:10:27 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.6,
13:10:37 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:10:47 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:10:57 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:11:07 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.6,
13:11:17 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.6,
13:11:27 03/24/25,79,79,79,79,79,79,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.7,
13:11:37 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:11:47 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.5,
13:11:57 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.6,
13:12:07 03/24/25,78,78,78,78,78,78,,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,,46,82,100,4649.97,75.6,
13:12:17 03/24/25,78,78,78,78,78,78,,,46,82,5,4649.97,,46,82,3,4649.97,,46,82,0,4649.97,,46,82,7,4649.97,,46,82,0,4649.97,,46,82,11,4649.97,47.8,
13:12:27 03/24/25,65,65,65,65,65,65,,,46,82,1,4649.97,,46,82,1,4649.97,,46,82,0,4649.97,,46,82,2,4649.97,,46,82,1,4649.97,,46,82,1,4649.97,41.5,
13:12:37 03/24/25,60,60,60,60,60,60,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,2,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,41.4,
13:12:47 03/24/25,56,56,56,56,56,56,,,46,82,1,4649.97,,46,82,1,4649.97,,46,82,1,4649.97,,46,82,3,4649.97,,46,82,1,4649.97,,46,82,1,4649.97,41.2,
13:12:57 03/24/25,54,54,54,54,54,54,,,46,82,1,4649.97,,46,82,1,4649.97,,46,82,1,4649.97,,46,82,1,4649.97,,46,82,1,4649.97,,46,82,1,4649.97,40.9,
13:13:07 03/24/25,52,52,52,52,52,52,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.6,
13:13:17 03/24/25,51,51,51,51,51,51,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.5,
13:13:27 03/24/25,50,50,50,50,50,50,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,3,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.4,
13:13:37 03/24/25,50,50,50,50,50,50,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,2,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.2,
13:13:47 03/24/25,49,49,49,49,49,49,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.2,
13:13:57 03/24/25,49,49,49,49,49,49,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.2,
13:14:07 03/24/25,48,48,48,48,48,48,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.3,
13:14:17 03/24/25,48,48,48,48,48,48,,,46,82,1,4649.97,,46,82,3,4649.97,,46,82,1,4649.97,,46,82,3,4649.97,,46,82,1,4649.97,,46,82,3,4649.97,40.3,
13:14:27 03/24/25,48,48,48,48,48,48,,,46,82,1,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,40.4,
13:14:37 03/24/25,48,48,48,48,48,48,,,46,82,0,4649.97,,46,82,1,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,40.2,
13:14:47 03/24/25,47,47,47,47,47,47,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,,46,82,3,4649.97,40.3,
13:14:57 03/24/25,47,47,47,47,47,47,,,46,82,1,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,2,4649.97,40.2,
13:15:07 03/24/25,47,47,47,47,47,47,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,2,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,40.3,
13:15:17 03/24/25,47,47,47,47,47,47,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.2,
13:15:27 03/24/25,46,46,46,46,46,46,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,2,4649.97,40.3,
13:15:37 03/24/25,46,46,46,46,46,46,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,2,4649.97,40.2,
13:15:47 03/24/25,46,46,46,46,46,46,,,46,82,2,4649.97,,46,82,2,4649.97,,46,82,2,4649.97,,46,82,3,4649.97,,46,82,2,4649.97,,46,82,2,4649.97,40.2,
13:15:57 03/24/25,46,46,46,46,46,46,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,3,4649.97,,46,82,0,4649.97,,46,82,1,4649.97,40.2,
13:16:07 03/24/25,46,46,46,46,46,46,,,46,82,2,4649.97,,46,82,3,4649.97,,46,82,2,4649.97,,46,82,5,4649.97,,46,82,1,4649.97,,46,82,6,4649.97,40.3,
13:16:17 03/24/25,46,46,46,46,46,46,,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,,46,82,0,4649.97,40.2,
13:16:27 03/24/25,46,46,46,46,46,46,,,46,82,1,4649.97,,46,82,3,4649.97,,46,82,1,4649.97,,46,82,4,4649.97,,46,82,1,4649.97,,46,82,2,4649.97,40.2,
13:16:37 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,4,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.2,
13:16:47 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:16:57 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,1,4649.97,,45,82,3,4649.97,,45,82,1,4649.97,,45,82,2,4649.97,40.1,
13:17:07 03/24/25,45,45,45,45,45,45,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.2,
13:17:17 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,0,4649.97,40.2,
13:17:27 03/24/25,46,46,46,46,46,46,,,45,82,0,4649.97,,45,82,1,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,,45,82,0,4649.97,,45,82,2,4649.97,40.2,
