CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,22:48:25 - March 24 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
22:52:58 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:53:06 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:53:17 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:53:28 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:53:37 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:53:46 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:53:57 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:54:06 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:54:18 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:54:26 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:54:38 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:54:46 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:54:57 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:55:07 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:55:17 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:55:28 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:55:37 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:55:46 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:55:57 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:56:08 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:56:18 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:56:27 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:56:37 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:56:47 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:56:56 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:57:07 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:57:16 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:57:27 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:57:36 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:57:46 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:57:56 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:58:06 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:58:17 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:58:28 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:58:38 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:58:48 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:58:58 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:59:08 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:59:17 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:59:26 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:59:37 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
22:59:48 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
22:59:56 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
23:00:08 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
23:00:16 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
23:00:26 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
23:00:36 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
23:00:47 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.6,
23:00:58 03/24/25,68,68,68,68,68,68,,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,,60,68,100,4649.98,86.7,
23:01:05 03/24/25,64,64,64,64,64,64,,,60,68,0,4649.98,,60,68,6,4649.98,,60,68,1,4649.98,,60,68,12,4649.98,,60,68,0,4649.98,,60,68,8,4649.98,42.9,
23:01:15 03/24/25,55,55,55,55,55,55,,,55,68,21,4649.98,,55,68,31,4649.98,,55,68,21,4649.98,,55,68,22,4649.98,,55,68,30,4649.98,,55,68,33,4649.98,54.3,
23:01:25 03/24/25,53,53,53,53,53,53,,,53,68,11,4649.98,,53,68,21,4649.98,,53,68,14,4649.98,,53,68,22,4649.98,,53,68,34,4649.98,,53,68,26,4649.98,52.8,
23:01:35 03/24/25,56,56,56,56,56,56,,,52,68,30,4649.98,,52,68,33,4649.98,,52,68,20,4649.98,,52,68,34,4649.98,,52,68,29,4649.98,,52,68,45,4649.98,62.2,
23:01:45 03/24/25,52,52,52,52,52,52,,,51,68,30,4649.98,,51,68,45,4649.98,,51,68,34,4649.98,,51,68,56,4649.98,,51,68,33,4649.98,,51,68,53,4649.98,61.9,
23:01:55 03/24/25,61,61,61,61,61,61,,,50,68,78,4649.98,,50,68,80,4649.98,,50,68,77,4649.98,,50,68,80,4649.98,,50,68,57,4649.98,,50,68,65,4649.98,91.0,
23:02:05 03/24/25,51,51,51,51,51,51,,,50,68,4,4649.98,,50,68,6,4649.98,,50,68,2,4649.98,,50,68,10,4649.98,,50,68,1,4649.98,,50,68,7,4649.98,41.1,
23:02:15 03/24/25,54,54,54,54,54,54,,,50,68,10,4649.98,,50,68,10,4649.98,,50,68,1,4649.98,,50,68,8,4649.98,,50,68,16,4649.98,,50,68,15,4649.98,48.3,
23:02:25 03/24/25,60,60,60,60,60,60,,,50,68,83,4649.98,,50,68,86,4649.98,,50,68,83,4649.98,,50,68,87,4649.98,,50,68,84,4649.98,,50,68,84,4649.98,82.0,
23:02:35 03/24/25,57,57,57,57,57,57,,,50,68,8,4649.98,,50,68,13,4649.98,,50,68,1,4649.98,,50,68,15,4649.98,,50,68,11,4649.98,,50,68,15,4649.98,47.9,
23:02:45 03/24/25,52,52,52,52,52,52,,,50,68,4,4649.98,,50,68,12,4649.98,,50,68,11,4649.98,,50,68,22,4649.98,,50,68,10,4649.98,,50,68,21,4649.98,49.2,
23:02:55 03/24/25,51,51,51,51,51,51,,,50,68,4,4649.98,,50,68,17,4649.98,,50,68,4,4649.98,,50,68,16,4649.98,,50,68,5,4649.98,,50,68,26,4649.98,50.4,
23:03:06 03/24/25,54,54,54,54,54,54,,,49,68,8,4649.98,,49,68,9,4649.98,,49,68,0,4649.98,,49,68,14,4649.98,,49,68,0,4649.98,,49,68,22,4649.98,46.8,
23:03:15 03/24/25,57,57,57,57,57,57,,,49,68,5,4649.98,,49,68,18,4649.98,,49,68,1,4649.98,,49,68,11,4649.98,,49,68,7,4649.98,,49,68,20,4649.98,45.8,
23:03:25 03/24/25,54,54,54,54,54,54,,,49,68,62,4649.98,,49,68,65,4649.98,,49,68,62,4649.98,,49,68,65,4649.98,,49,68,59,4649.98,,49,68,70,4649.98,78.0,
23:03:35 03/24/25,60,60,60,60,60,60,,,49,68,88,4649.98,,49,68,87,4649.98,,49,68,88,4649.98,,49,68,86,4649.98,,49,68,88,4649.98,,49,68,85,4649.98,81.3,
23:03:45 03/24/25,54,54,54,54,54,54,,,49,68,25,4649.98,,49,68,14,4649.98,,49,68,3,4649.98,,49,68,26,4649.98,,49,68,4,4649.98,,49,68,22,4649.98,50.0,
23:03:55 03/24/25,51,51,51,51,51,51,,,49,68,7,4649.98,,49,68,27,4649.98,,49,68,4,4649.98,,49,68,23,4649.98,,49,68,5,4649.98,,49,68,7,4649.98,50.2,
23:04:05 03/24/25,60,60,60,60,60,60,,,49,68,85,4649.98,,49,68,87,4649.98,,49,68,87,4649.98,,49,68,89,4649.98,,49,68,86,4649.98,,49,68,90,4649.98,81.8,
23:04:16 03/24/25,56,56,56,56,56,56,,,49,68,10,4649.98,,49,68,20,4649.98,,49,68,0,4649.98,,49,68,9,4649.98,,49,68,0,4649.98,,49,68,15,4649.98,47.2,
23:04:25 03/24/25,51,51,51,51,51,51,,,49,68,5,4649.98,,49,68,15,4649.98,,49,68,11,4649.98,,49,68,25,4649.98,,49,68,5,4649.98,,49,68,8,4649.98,46.7,
23:04:35 03/24/25,59,59,59,59,59,59,,,49,68,41,4649.98,,49,68,70,4649.98,,49,68,50,4649.98,,49,68,64,4649.98,,49,68,68,4649.98,,49,68,69,4649.98,76.2,
23:04:45 03/24/25,58,58,58,58,58,58,,,49,68,9,4649.98,,49,68,12,4649.98,,49,68,0,4649.98,,49,68,5,4649.98,,49,68,13,4649.98,,49,68,19,4649.98,47.6,
23:04:55 03/24/25,52,52,52,52,52,52,,,49,68,10,4649.98,,49,68,14,4649.98,,49,68,5,4649.98,,49,68,21,4649.98,,49,68,14,4649.98,,49,68,32,4649.98,52.7,
23:05:05 03/24/25,57,57,57,57,57,57,,,49,68,22,4649.98,,49,68,28,4649.98,,49,68,48,4649.98,,49,68,27,4649.98,,49,68,40,4649.98,,49,68,43,4649.98,64.0,
23:05:15 03/24/25,57,57,57,57,57,57,,,49,68,35,4649.98,,49,68,38,4649.98,,49,68,19,4649.98,,49,68,41,4649.98,,49,68,38,4649.98,,49,68,47,4649.98,65.2,
23:05:25 03/24/25,56,56,56,56,56,56,,,49,68,8,4649.98,,49,68,11,4649.98,,49,68,7,4649.98,,49,68,13,4649.98,,49,68,1,4649.98,,49,68,22,4649.98,48.2,
23:05:35 03/24/25,51,51,51,51,51,51,,,49,68,12,4649.98,,49,68,5,4649.98,,49,68,10,4649.98,,49,68,16,4649.98,,49,68,1,4649.98,,49,68,17,4649.98,47.9,
23:05:45 03/24/25,55,55,55,55,55,55,,,49,68,8,4649.98,,49,68,24,4649.98,,49,68,9,4649.98,,49,68,31,4649.98,,49,68,3,4649.98,,49,68,35,4649.98,54.3,
23:05:55 03/24/25,55,55,55,55,55,55,,,49,68,8,4649.98,,49,68,12,4649.98,,49,68,18,4649.98,,49,68,31,4649.98,,49,68,23,4649.98,,49,68,21,4649.98,54.7,
23:06:05 03/24/25,54,54,54,54,54,54,,,49,68,5,4649.98,,49,68,16,4649.98,,49,68,0,4649.98,,49,68,24,4649.98,,49,68,32,4649.98,,49,68,25,4649.98,54.0,
23:06:15 03/24/25,54,54,54,54,54,54,,,49,68,4,4649.98,,49,68,14,4649.98,,49,68,6,4649.98,,49,68,38,4649.98,,49,68,21,4649.98,,49,68,22,4649.98,52.8,
23:06:25 03/24/25,51,51,51,51,51,51,,,49,68,19,4649.98,,49,68,19,4649.98,,49,68,8,4649.98,,49,68,29,4649.98,,49,68,8,4649.98,,49,68,30,4649.98,52.4,
23:06:35 03/24/25,50,50,50,50,50,50,,,49,68,10,4649.98,,49,68,2,4649.98,,49,68,4,4649.98,,49,68,14,4649.98,,49,68,0,4649.98,,49,68,31,4649.98,45.0,
23:06:45 03/24/25,54,54,54,54,54,54,,,49,68,1,4649.98,,49,68,2,4649.98,,49,68,5,4649.98,,49,68,10,4649.98,,49,68,27,4649.98,,49,68,8,4649.98,49.0,
23:06:55 03/24/25,53,53,53,53,53,53,,,49,68,0,4649.98,,49,68,7,4649.98,,49,68,6,4649.98,,49,68,33,4649.98,,49,68,2,4649.98,,49,68,13,4649.98,47.7,
23:07:05 03/24/25,53,53,53,53,53,53,,,49,68,12,4649.98,,49,68,3,4649.98,,49,68,6,4649.98,,49,68,26,4649.98,,49,68,0,4649.98,,49,68,15,4649.98,48.3,
23:07:15 03/24/25,52,52,52,52,52,52,,,49,68,10,4649.98,,49,68,21,4649.98,,49,68,0,4649.98,,49,68,8,4649.98,,49,68,0,4649.98,,49,68,15,4649.98,46.6,
23:07:25 03/24/25,52,52,52,52,52,52,,,49,68,5,4649.98,,49,68,8,4649.98,,49,68,13,4649.98,,49,68,17,4649.98,,49,68,3,4649.98,,49,68,6,4649.98,47.4,
23:07:35 03/24/25,53,53,53,53,53,53,,,49,68,2,4649.98,,49,68,6,4649.98,,49,68,0,4649.98,,49,68,10,4649.98,,49,68,25,4649.98,,49,68,12,4649.98,47.8,
23:07:45 03/24/25,52,52,52,52,52,52,,,49,68,5,4649.98,,49,68,26,4649.98,,49,68,8,4649.98,,49,68,7,4649.98,,49,68,0,4649.98,,49,68,8,4649.98,46.1,
23:07:56 03/24/25,51,51,51,51,51,51,,,49,68,6,4649.98,,49,68,4,4649.98,,49,68,10,4649.98,,49,68,40,4649.98,,49,68,4,4649.98,,49,68,10,4649.98,47.3,
23:08:06 03/24/25,50,50,50,50,50,50,,,49,68,7,4649.98,,49,68,9,4649.98,,49,68,2,4649.98,,49,68,19,4649.98,,49,68,2,4649.98,,49,68,19,4649.98,45.8,
23:08:16 03/24/25,43,43,43,43,43,43,,,43,68,1,4649.98,,43,68,2,4649.98,,43,68,1,4649.98,,43,68,5,4649.98,,43,68,1,4649.98,,43,68,13,4649.98,41.0,
23:08:26 03/24/25,45,45,45,45,45,45,,,43,68,5,4649.98,,43,68,7,4649.98,,43,68,10,4649.98,,43,68,18,4649.98,,43,68,0,4649.98,,43,68,28,4649.98,47.7,
23:08:36 03/24/25,50,50,50,50,50,50,,,43,68,43,4649.98,,43,68,57,4649.98,,43,68,50,4649.98,,43,68,67,4649.98,,43,68,44,4649.98,,43,68,59,4649.98,73.2,
23:08:46 03/24/25,62,62,62,62,62,62,,,43,68,100,4649.98,,43,68,100,4649.98,,43,68,92,4649.98,,43,68,92,4649.98,,43,68,68,4649.98,,43,68,71,4649.98,85.7,
23:08:56 03/24/25,52,52,52,52,52,52,,,43,68,7,4649.98,,43,68,10,4649.98,,43,68,4,4649.98,,43,68,12,4649.98,,43,68,2,4649.98,,43,68,8,4649.98,44.1,
23:09:06 03/24/25,54,54,54,54,54,54,,,43,68,7,4649.98,,43,68,6,4649.98,,43,68,2,4649.98,,43,68,9,4649.98,,43,68,0,4649.98,,43,68,32,4649.98,48.3,
23:09:16 03/24/25,51,51,51,51,51,51,,,43,68,11,4649.98,,43,68,21,4649.98,,43,68,8,4649.98,,43,68,27,4649.98,,43,68,7,4649.98,,43,68,29,4649.98,53.1,
23:09:26 03/24/25,50,50,50,50,50,50,,,43,68,7,4649.98,,43,68,18,4649.98,,43,68,0,4649.98,,43,68,21,4649.98,,43,68,2,4649.98,,43,68,6,4649.98,49.6,
23:09:36 03/24/25,46,46,46,46,46,46,,,43,68,19,4649.98,,43,68,25,4649.98,,43,68,17,4649.98,,43,68,30,4649.98,,43,68,20,4649.98,,43,68,32,4649.98,51.4,
23:09:46 03/24/25,48,48,48,48,48,48,,,43,68,58,4649.98,,43,68,58,4649.98,,43,68,58,4649.98,,43,68,57,4649.98,,43,68,57,4649.98,,43,68,68,4649.98,56.5,
23:09:56 03/24/25,49,49,49,49,49,49,,,43,68,38,4649.98,,43,68,41,4649.98,,43,68,32,4649.98,,43,68,43,4649.98,,43,68,40,4649.98,,43,68,47,4649.98,57.7,
