CPUID:,0xA20F12
Processor:,AMD Ryzen 5 5600 6-Core (Vermeer) 
Platform:,Socket AM4 (1331 pin)
Revision:,VMR-B2
Lithography:,7nm

Session start:,22:48:25 - March 24 - 2025

Time,Core 0 Temp. (°),Core 1 Temp. (°),Core 2 Temp. (°),Core 3 Temp. (°),Core 4 Temp. (°),Core 5 Temp. (°),,Core 0,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 1,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 2,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 3,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 4,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),Core 5,Low temp. (°),High temp. (°),Core load (%),Core speed (MHz),CPU 0 Power,
23:10:06 03/24/25,49,49,49,49,49,49,,,43,68,35,4649.98,,43,68,39,4649.98,,43,68,40,4649.98,,43,68,45,4649.98,,43,68,39,4649.98,,43,68,46,4649.98,55.6,
23:10:16 03/24/25,51,51,51,51,51,51,,,43,68,38,4649.98,,43,68,43,4649.98,,43,68,33,4649.98,,43,68,41,4649.98,,43,68,35,4649.98,,43,68,54,4649.98,57.4,
23:10:26 03/24/25,52,52,52,52,52,52,,,43,68,50,4649.98,,43,68,54,4649.98,,43,68,51,4649.98,,43,68,60,4649.98,,43,68,49,4649.98,,43,68,62,4649.98,62.2,
23:10:36 03/24/25,52,52,52,52,52,52,,,43,68,50,4649.98,,43,68,52,4649.98,,43,68,47,4649.98,,43,68,55,4649.98,,43,68,46,4649.98,,43,68,56,4649.98,59.5,
23:10:46 03/24/25,52,52,52,52,52,52,,,43,68,39,4649.98,,43,68,41,4649.98,,43,68,36,4649.98,,43,68,50,4649.98,,43,68,38,4649.98,,43,68,50,4649.98,58.6,
23:10:56 03/24/25,52,52,52,52,52,52,,,43,68,43,4649.98,,43,68,41,4649.98,,43,68,38,4649.98,,43,68,46,4649.98,,43,68,42,4649.98,,43,68,50,4649.98,55.0,
23:11:06 03/24/25,52,52,52,52,52,52,,,43,68,50,4649.98,,43,68,58,4649.98,,43,68,50,4649.98,,43,68,55,4649.98,,43,68,49,4649.98,,43,68,62,4649.98,60.4,
23:11:16 03/24/25,53,53,53,53,53,53,,,43,68,46,4649.98,,43,68,38,4649.98,,43,68,43,4649.98,,43,68,44,4649.98,,43,68,38,4649.98,,43,68,39,4649.98,58.7,
23:11:26 03/24/25,55,55,55,55,55,55,,,43,68,49,4649.98,,43,68,57,4649.98,,43,68,57,4649.98,,43,68,59,4649.98,,43,68,52,4649.98,,43,68,65,4649.98,61.8,
23:11:36 03/24/25,55,55,55,55,55,55,,,43,68,7,4649.98,,43,68,6,4649.98,,43,68,1,4649.98,,43,68,23,4649.98,,43,68,0,4649.98,,43,68,30,4649.98,48.1,
23:11:46 03/24/25,55,55,55,55,55,55,,,43,68,6,4649.98,,43,68,2,4649.98,,43,68,0,4649.98,,43,68,7,4649.98,,43,68,0,4649.98,,43,68,42,4649.98,48.2,
23:11:56 03/24/25,54,54,54,54,54,54,,,43,68,14,4649.98,,43,68,11,4649.98,,43,68,12,4649.98,,43,68,12,4649.98,,43,68,11,4649.98,,43,68,14,4649.98,49.2,
23:12:06 03/24/25,50,50,50,50,50,50,,,43,68,14,4649.98,,43,68,10,4649.98,,43,68,11,4649.98,,43,68,15,4649.98,,43,68,9,4649.98,,43,68,12,4649.98,49.2,
23:12:16 03/24/25,49,49,49,49,49,49,,,43,68,10,4649.98,,43,68,9,4649.98,,43,68,10,4649.98,,43,68,14,4649.98,,43,68,10,4649.98,,43,68,20,4649.98,49.8,
23:12:26 03/24/25,49,49,49,49,49,49,,,43,68,1,4649.98,,43,68,0,4649.98,,43,68,0,4649.98,,43,68,1,4649.98,,43,68,0,4649.98,,43,68,4,4649.98,49.5,
23:12:36 03/24/25,49,49,49,49,49,49,,,43,68,20,4649.98,,43,68,12,4649.98,,43,68,10,4649.98,,43,68,14,4649.98,,43,68,11,4649.98,,43,68,19,4649.98,49.7,
23:12:46 03/24/25,49,49,49,49,49,49,,,43,68,13,4649.98,,43,68,16,4649.98,,43,68,16,4649.98,,43,68,18,4649.98,,43,68,14,4649.98,,43,68,20,4649.98,49.1,
23:12:56 03/24/25,53,53,53,53,53,53,,,43,68,11,4649.98,,43,68,8,4649.98,,43,68,1,4649.98,,43,68,8,4649.98,,43,68,11,4649.98,,43,68,24,4649.98,46.1,
23:13:06 03/24/25,57,57,57,57,57,57,,,43,68,7,4649.98,,43,68,8,4649.98,,43,68,7,4649.98,,43,68,20,4649.98,,43,68,6,4649.98,,43,68,33,4649.98,49.7,
23:13:16 03/24/25,53,53,53,53,53,53,,,43,68,19,4649.98,,43,68,17,4649.98,,43,68,16,4649.98,,43,68,19,4649.98,,43,68,17,4649.98,,43,68,25,4649.98,50.6,
23:13:26 03/24/25,51,51,51,51,51,51,,,43,68,16,4649.98,,43,68,14,4649.98,,43,68,15,4649.98,,43,68,18,4649.98,,43,68,14,4649.98,,43,68,23,4649.98,50.5,
23:13:36 03/24/25,50,50,50,50,50,50,,,43,68,18,4649.98,,43,68,16,4649.98,,43,68,18,4649.98,,43,68,17,4649.98,,43,68,18,4649.98,,43,68,22,4649.98,50.1,
23:13:46 03/24/25,52,52,52,52,52,52,,,43,68,27,4649.98,,43,68,29,4649.98,,43,68,26,4649.98,,43,68,25,4649.98,,43,68,26,4649.98,,43,68,30,4649.98,54.8,
23:13:56 03/24/25,53,53,53,53,53,53,,,43,68,26,4649.98,,43,68,24,4649.98,,43,68,24,4649.98,,43,68,27,4649.98,,43,68,26,4649.98,,43,68,31,4649.98,53.5,
23:14:06 03/24/25,52,52,52,52,52,52,,,43,68,21,4649.98,,43,68,16,4649.98,,43,68,17,4649.98,,43,68,23,4649.98,,43,68,16,4649.98,,43,68,21,4649.98,52.2,
23:14:16 03/24/25,53,53,53,53,53,53,,,43,68,37,4649.98,,43,68,34,4649.98,,43,68,31,4649.98,,43,68,33,4649.98,,43,68,30,4649.98,,43,68,38,4649.98,52.1,
23:14:26 03/24/25,55,54,55,55,55,55,,,43,68,18,4649.98,,43,68,23,4649.98,,43,68,13,4649.98,,43,68,29,4649.98,,43,68,2,4649.98,,43,68,33,4649.98,55.9,
23:14:36 03/24/25,58,58,58,58,58,58,,,43,68,6,4649.98,,43,68,25,4649.98,,43,68,1,4649.98,,43,68,22,4649.98,,43,68,1,4649.98,,43,68,4,4649.98,52.1,
23:14:46 03/24/25,63,63,63,63,63,63,,,43,68,83,4649.98,,43,68,86,4649.98,,43,68,82,4649.98,,43,68,83,4649.98,,43,68,86,4649.98,,43,68,82,4649.98,77.4,
23:14:56 03/24/25,66,66,66,66,66,66,,,43,68,95,4649.98,,43,68,95,4649.98,,43,68,94,4649.98,,43,68,96,4649.98,,43,68,94,4649.98,,43,68,94,4649.98,83.1,
23:15:06 03/24/25,60,60,60,60,60,60,,,43,68,11,4649.98,,43,68,2,4649.98,,43,68,6,4649.98,,43,68,29,4649.98,,43,68,8,4649.98,,43,68,20,4649.98,51.1,
23:15:16 03/24/25,52,52,52,52,52,52,,,43,68,5,4649.98,,43,68,4,4649.98,,43,68,0,4649.98,,43,68,3,4649.98,,43,68,1,4649.98,,43,68,9,4649.98,41.8,
23:15:26 03/24/25,48,48,48,48,48,48,,,43,68,10,4649.98,,43,68,6,4649.98,,43,68,1,4649.98,,43,68,17,4649.98,,43,68,0,4649.98,,43,68,11,4649.98,46.2,
23:15:36 03/24/25,48,48,48,48,48,48,,,43,68,1,4649.98,,43,68,0,4649.98,,43,68,0,4649.98,,43,68,2,4649.98,,43,68,0,4649.98,,43,68,0,4649.98,40.3,
23:15:46 03/24/25,45,45,45,45,45,45,,,43,68,1,4649.98,,43,68,1,4649.98,,43,68,0,4649.98,,43,68,2,4649.98,,43,68,0,4649.98,,43,68,5,4649.98,40.3,

Session end:,23:15:47 - March 24 - 2025

